Episode,Step,Action_Routed,Portfolio_Value,Reward,Epsilon
7745,100,WAIT (Holding Capital),309172.56,-0.0100,0.0979
7745,150,ETH: Buy BINANCE -> Sell COINBASE,307336.42,-0.6309,0.0979
7745,200,WAIT (Holding Capital),308660.99,-0.0100,0.0979
7746,50,WAIT (Holding Capital),307392.34,-0.0100,0.0979
7746,100,WAIT (Holding Capital),309582.36,-0.0100,0.0979
7746,150,BTC: Buy COINBASE -> Sell BINANCE,308043.47,-2.0710,0.0979
7746,200,WAIT (Holding Capital),309345.48,-0.0100,0.0979
7747,50,WAIT (Holding Capital),307322.59,-0.0100,0.0979
7747,100,WAIT (Holding Capital),309184.16,-0.0100,0.0979
7747,150,WAIT (Holding Capital),307397.03,-0.0100,0.0979
7747,200,WAIT (Holding Capital),309305.39,-0.0100,0.0979
7748,50,WAIT (Holding Capital),308130.79,-0.0100,0.0978
7748,100,WAIT (Holding Capital),309687.31,-0.0100,0.0978
7748,150,WAIT (Holding Capital),308016.29,-0.0100,0.0978
7748,200,WAIT (Holding Capital),310326.01,-0.0100,0.0978
7749,50,WAIT (Holding Capital),307680.07,-0.0100,0.0978
7749,100,WAIT (Holding Capital),309356.56,-0.0100,0.0978
7749,150,WAIT (Holding Capital),307876.09,-0.0100,0.0978
7749,200,WAIT (Holding Capital),309382.48,-0.0100,0.0978
7750,50,BTC: Buy BINANCE -> Sell COINBASE,307070.53,-0.5329,0.0978
7750,100,WAIT (Holding Capital),308737.75,-0.0100,0.0978
7750,150,WAIT (Holding Capital),307415.49,-0.0100,0.0978
7750,200,ETH: Buy KRAKEN -> Sell BINANCE,308821.64,-1.8811,0.0978
7751,50,WAIT (Holding Capital),307508.24,-0.0100,0.0977
7751,100,ETH: Buy COINBASE -> Sell BINANCE,309067.95,9.1204,0.0977
7751,150,WAIT (Holding Capital),307404.02,-0.0100,0.0977
7751,200,WAIT (Holding Capital),309048.74,-0.0100,0.0977
7752,50,WAIT (Holding Capital),306964.38,-0.0100,0.0977
7752,100,WAIT (Holding Capital),309073.87,-0.0100,0.0977
7752,150,WAIT (Holding Capital),307221.71,-0.0100,0.0977
7752,200,WAIT (Holding Capital),309212.63,-0.0100,0.0977
7753,50,WAIT (Holding Capital),307310.43,-0.0100,0.0977
7753,100,WAIT (Holding Capital),308572.39,-0.0100,0.0977
7753,150,WAIT (Holding Capital),307022.86,-0.0100,0.0977
7753,200,WAIT (Holding Capital),308035.82,-0.0100,0.0977
7754,50,WAIT (Holding Capital),306974.83,-0.0100,0.0977
7754,100,WAIT (Holding Capital),309215.01,-0.0100,0.0977
7754,150,WAIT (Holding Capital),307049.88,-0.0100,0.0977
7754,200,WAIT (Holding Capital),308361.56,-0.0100,0.0977
7755,50,WAIT (Holding Capital),307087.51,-0.0100,0.0976
7755,100,WAIT (Holding Capital),309156.83,-0.0100,0.0976
7755,150,WAIT (Holding Capital),307290.09,-0.0100,0.0976
7755,200,WAIT (Holding Capital),309320.36,-0.0100,0.0976
7756,50,WAIT (Holding Capital),307642.20,-0.0100,0.0976
7756,100,WAIT (Holding Capital),309787.21,-0.0100,0.0976
7756,150,WAIT (Holding Capital),307909.14,-0.0100,0.0976
7756,200,WAIT (Holding Capital),309488.05,-0.0100,0.0976
7757,50,WAIT (Holding Capital),307364.04,-0.0100,0.0976
7757,100,WAIT (Holding Capital),309049.51,-0.0100,0.0976
7757,150,WAIT (Holding Capital),307339.80,-0.0100,0.0976
7757,200,WAIT (Holding Capital),309092.39,-0.0100,0.0976
7758,50,ETH: Buy BINANCE -> Sell COINBASE,307738.93,0.3220,0.0975
7758,100,WAIT (Holding Capital),309475.86,-0.0100,0.0975
7758,150,WAIT (Holding Capital),308400.86,-0.0100,0.0975
7758,200,WAIT (Holding Capital),310073.32,-0.0100,0.0975
7759,50,WAIT (Holding Capital),307961.36,-0.0100,0.0975
7759,100,ETH: Buy KRAKEN -> Sell COINBASE,308793.85,-0.0202,0.0975
7759,150,WAIT (Holding Capital),306728.83,-0.0100,0.0975
7759,200,WAIT (Holding Capital),307808.11,-0.0100,0.0975
7760,50,WAIT (Holding Capital),307159.05,-0.0100,0.0975
7760,100,WAIT (Holding Capital),308522.87,-0.0100,0.0975
7760,150,WAIT (Holding Capital),306593.04,-0.0100,0.0975
7760,200,WAIT (Holding Capital),308410.11,-0.0100,0.0975
7761,50,WAIT (Holding Capital),307314.22,-0.0100,0.0975
7761,100,WAIT (Holding Capital),309218.56,-0.0100,0.0975
7761,150,WAIT (Holding Capital),308027.51,-0.0100,0.0975
7761,200,WAIT (Holding Capital),309190.09,-0.0100,0.0975
7762,50,BTC: Buy BINANCE -> Sell KRAKEN,307661.17,-0.6080,0.0974
7762,100,BTC: Buy KRAKEN -> Sell COINBASE,309410.28,-0.1037,0.0974
7762,150,WAIT (Holding Capital),307244.82,-0.0100,0.0974
7762,200,WAIT (Holding Capital),308533.40,-0.0100,0.0974
7763,50,WAIT (Holding Capital),306920.03,-0.0100,0.0974
7763,100,WAIT (Holding Capital),308521.41,-0.0100,0.0974
7763,150,WAIT (Holding Capital),306731.73,-0.0100,0.0974
7763,200,WAIT (Holding Capital),308939.10,-0.0100,0.0974
7764,50,WAIT (Holding Capital),307453.55,-0.0100,0.0974
7764,100,WAIT (Holding Capital),309020.56,-0.0100,0.0974
7764,150,WAIT (Holding Capital),307469.69,-0.0100,0.0974
7764,200,WAIT (Holding Capital),309328.23,-0.0100,0.0974
7765,50,WAIT (Holding Capital),307591.89,-0.0100,0.0973
7765,100,WAIT (Holding Capital),308984.16,-0.0100,0.0973
7765,150,WAIT (Holding Capital),306995.26,-0.0100,0.0973
7765,200,WAIT (Holding Capital),308224.57,-0.0100,0.0973
7766,50,WAIT (Holding Capital),307310.01,-0.0100,0.0973
7766,100,WAIT (Holding Capital),308751.75,-0.0100,0.0973
7766,150,WAIT (Holding Capital),306598.12,-0.0100,0.0973
7766,200,WAIT (Holding Capital),308541.42,-0.0100,0.0973
7767,50,BNB: Buy COINBASE -> Sell BINANCE,307010.25,-0.4624,0.0973
7767,100,BTC: Buy COINBASE -> Sell BINANCE,309383.96,-0.3181,0.0973
7767,150,WAIT (Holding Capital),307190.58,-0.0100,0.0973
7767,200,WAIT (Holding Capital),308393.28,-0.0100,0.0973
7768,50,WAIT (Holding Capital),307822.12,-0.0100,0.0973
7768,100,WAIT (Holding Capital),309691.52,-0.0100,0.0973
7768,150,WAIT (Holding Capital),307801.59,-0.0100,0.0973
7768,200,WAIT (Holding Capital),309371.64,-0.0100,0.0973
7769,50,WAIT (Holding Capital),307621.50,-0.0100,0.0972
7769,100,WAIT (Holding Capital),308864.46,-0.0100,0.0972
7769,150,WAIT (Holding Capital),307561.90,-0.0100,0.0972
7769,200,WAIT (Holding Capital),309244.81,-0.0100,0.0972
7770,50,WAIT (Holding Capital),307055.58,-0.0100,0.0972
7770,100,WAIT (Holding Capital),308764.32,-0.0100,0.0972
7770,150,WAIT (Holding Capital),306979.58,-0.0100,0.0972
7770,200,BTC: Buy COINBASE -> Sell BINANCE,308895.63,-0.8997,0.0972
7771,50,WAIT (Holding Capital),307839.40,-0.0100,0.0972
7771,100,WAIT (Holding Capital),309698.07,-0.0100,0.0972
7771,150,WAIT (Holding Capital),308482.25,-0.0100,0.0972
7771,200,WAIT (Holding Capital),310437.05,-0.0100,0.0972
7772,50,WAIT (Holding Capital),307341.22,-0.0100,0.0971
7772,100,WAIT (Holding Capital),308748.05,-0.0100,0.0971
7772,150,WAIT (Holding Capital),307182.38,-0.0100,0.0971
7772,200,ETH: Buy COINBASE -> Sell BINANCE,308458.20,-1.3482,0.0971
7773,50,WAIT (Holding Capital),307748.31,-0.0100,0.0971
7773,100,WAIT (Holding Capital),309776.45,-0.0100,0.0971
7773,150,WAIT (Holding Capital),308760.00,-0.0100,0.0971
7773,200,WAIT (Holding Capital),310830.57,-0.0100,0.0971
7774,50,WAIT (Holding Capital),307064.18,-0.0100,0.0971
7774,100,WAIT (Holding Capital),308482.55,-0.0100,0.0971
7774,150,WAIT (Holding Capital),306419.08,-0.0100,0.0971
7774,200,WAIT (Holding Capital),307241.53,-0.0100,0.0971
7775,50,WAIT (Holding Capital),307571.20,-0.0100,0.0970
7775,100,WAIT (Holding Capital),309156.84,-0.0100,0.0970
7775,150,WAIT (Holding Capital),307680.14,-0.0100,0.0970
7775,200,WAIT (Holding Capital),308762.97,-0.0100,0.0970
7776,50,WAIT (Holding Capital),307262.84,-0.0100,0.0970
7776,100,WAIT (Holding Capital),308551.05,-0.0100,0.0970
7776,150,WAIT (Holding Capital),306998.82,-0.0100,0.0970
7776,200,WAIT (Holding Capital),308588.55,-0.0100,0.0970
7777,50,WAIT (Holding Capital),306800.94,-0.0100,0.0970
7777,100,WAIT (Holding Capital),308776.25,-0.0100,0.0970
7777,150,WAIT (Holding Capital),307910.72,-0.0100,0.0970
7777,200,WAIT (Holding Capital),309390.68,-0.0100,0.0970
7778,50,WAIT (Holding Capital),307587.93,-0.0100,0.0970
7778,100,WAIT (Holding Capital),309883.90,-0.0100,0.0970
7778,150,WAIT (Holding Capital),308336.55,-0.0100,0.0970
7778,200,WAIT (Holding Capital),310457.23,-0.0100,0.0970
7779,50,WAIT (Holding Capital),307060.99,-0.0100,0.0969
7779,100,WAIT (Holding Capital),308961.39,-0.0100,0.0969
7779,150,WAIT (Holding Capital),307316.90,-0.0100,0.0969
7779,200,WAIT (Holding Capital),308901.54,-0.0100,0.0969
7780,50,WAIT (Holding Capital),308026.25,-0.0100,0.0969
7780,100,WAIT (Holding Capital),309713.13,-0.0100,0.0969
7780,150,WAIT (Holding Capital),307756.83,-0.0100,0.0969
7780,200,WAIT (Holding Capital),309263.93,-0.0100,0.0969
7781,50,WAIT (Holding Capital),307400.64,-0.0100,0.0969
7781,100,WAIT (Holding Capital),309025.79,-0.0100,0.0969
7781,150,WAIT (Holding Capital),306804.09,-0.0100,0.0969
7781,200,WAIT (Holding Capital),308250.54,-0.0100,0.0969
7782,50,WAIT (Holding Capital),307583.56,-0.0100,0.0968
7782,100,WAIT (Holding Capital),309681.77,-0.0100,0.0968
7782,150,WAIT (Holding Capital),307774.28,-0.0100,0.0968
7782,200,WAIT (Holding Capital),309749.62,-0.0100,0.0968
7783,50,BNB: Buy KRAKEN -> Sell BINANCE,307378.33,-1.4250,0.0968
7783,100,BTC: Buy BINANCE -> Sell KRAKEN,309572.53,-0.0412,0.0968
7783,150,WAIT (Holding Capital),307738.56,-0.0100,0.0968
7783,200,WAIT (Holding Capital),309246.41,-0.0100,0.0968
7784,50,WAIT (Holding Capital),307844.66,-0.0100,0.0968
7784,100,WAIT (Holding Capital),309387.20,-0.0100,0.0968
7784,150,WAIT (Holding Capital),307235.69,-0.0100,0.0968
7784,200,WAIT (Holding Capital),308740.25,-0.0100,0.0968
7785,50,WAIT (Holding Capital),307361.82,-0.0100,0.0968
7785,100,WAIT (Holding Capital),309148.73,-0.0100,0.0968
7785,150,WAIT (Holding Capital),307645.18,-0.0100,0.0968
7785,200,WAIT (Holding Capital),308961.37,-0.0100,0.0968
7786,50,WAIT (Holding Capital),307243.43,-0.0100,0.0967
7786,100,WAIT (Holding Capital),308480.53,-0.0100,0.0967
7786,150,WAIT (Holding Capital),307152.89,-0.0100,0.0967
7786,200,WAIT (Holding Capital),308498.69,-0.0100,0.0967
7787,50,WAIT (Holding Capital),307065.32,-0.0100,0.0967
7787,100,WAIT (Holding Capital),308970.93,-0.0100,0.0967
7787,150,WAIT (Holding Capital),307038.66,-0.0100,0.0967
7787,200,WAIT (Holding Capital),308650.55,-0.0100,0.0967
7788,50,WAIT (Holding Capital),307683.82,-0.0100,0.0967
7788,100,WAIT (Holding Capital),309262.45,-0.0100,0.0967
7788,150,WAIT (Holding Capital),307469.40,-0.0100,0.0967
7788,200,WAIT (Holding Capital),309200.03,-0.0100,0.0967
7789,50,WAIT (Holding Capital),307885.35,-0.0100,0.0966
7789,100,WAIT (Holding Capital),309486.54,-0.0100,0.0966
7789,150,WAIT (Holding Capital),307591.61,-0.0100,0.0966
7789,200,WAIT (Holding Capital),309842.78,-0.0100,0.0966
7790,50,WAIT (Holding Capital),307270.31,-0.0100,0.0966
7790,100,WAIT (Holding Capital),308928.56,-0.0100,0.0966
7790,150,WAIT (Holding Capital),307193.90,-0.0100,0.0966
7790,200,WAIT (Holding Capital),308628.30,-0.0100,0.0966
7791,50,WAIT (Holding Capital),307518.62,-0.0100,0.0966
7791,100,WAIT (Holding Capital),309145.86,-0.0100,0.0966
7791,150,WAIT (Holding Capital),306997.75,-0.0100,0.0966
7791,200,WAIT (Holding Capital),308418.27,-0.0100,0.0966
7792,50,WAIT (Holding Capital),307599.08,-0.0100,0.0966
7792,100,WAIT (Holding Capital),309563.06,-0.0100,0.0966
7792,150,WAIT (Holding Capital),307827.28,-0.0100,0.0966
7792,200,WAIT (Holding Capital),310118.97,-0.0100,0.0966
7793,50,WAIT (Holding Capital),307260.00,-0.0100,0.0965
7793,100,WAIT (Holding Capital),309013.78,-0.0100,0.0965
7793,150,WAIT (Holding Capital),307428.72,-0.0100,0.0965
7793,200,WAIT (Holding Capital),309257.58,-0.0100,0.0965
7794,50,WAIT (Holding Capital),308585.67,-0.0100,0.0965
7794,100,WAIT (Holding Capital),310936.31,-0.0100,0.0965
7794,150,WAIT (Holding Capital),308903.57,-0.0100,0.0965
7794,200,WAIT (Holding Capital),311126.89,-0.0100,0.0965
7795,50,WAIT (Holding Capital),307395.11,-0.0100,0.0965
7795,100,WAIT (Holding Capital),308848.78,-0.0100,0.0965
7795,150,WAIT (Holding Capital),307400.71,-0.0100,0.0965
7795,200,WAIT (Holding Capital),309100.35,-0.0100,0.0965
7796,50,WAIT (Holding Capital),307147.19,-0.0100,0.0964
7796,100,WAIT (Holding Capital),308296.68,-0.0100,0.0964
7796,150,WAIT (Holding Capital),306695.83,-0.0100,0.0964
7796,200,WAIT (Holding Capital),308303.81,-0.0100,0.0964
7797,50,WAIT (Holding Capital),307248.29,-0.0100,0.0964
7797,100,WAIT (Holding Capital),309514.40,-0.0100,0.0964
7797,150,WAIT (Holding Capital),307679.34,-0.0100,0.0964
7797,200,WAIT (Holding Capital),309010.95,-0.0100,0.0964
7798,50,WAIT (Holding Capital),307245.49,-0.0100,0.0964
7798,100,WAIT (Holding Capital),309894.26,-0.0100,0.0964
7798,150,WAIT (Holding Capital),308866.90,-0.0100,0.0964
7798,200,WAIT (Holding Capital),310200.11,-0.0100,0.0964
7799,50,WAIT (Holding Capital),307685.96,-0.0100,0.0964
7799,100,WAIT (Holding Capital),309084.53,-0.0100,0.0964
7799,150,WAIT (Holding Capital),306865.84,-0.0100,0.0964
7799,200,WAIT (Holding Capital),307739.50,-0.0100,0.0964
7800,50,WAIT (Holding Capital),307940.77,-0.0100,0.0963
7800,100,WAIT (Holding Capital),309872.84,-0.0100,0.0963
7800,150,WAIT (Holding Capital),308414.48,-0.0100,0.0963
7800,200,WAIT (Holding Capital),310010.77,-0.0100,0.0963
7801,50,WAIT (Holding Capital),307711.18,-0.0100,0.0963
7801,100,WAIT (Holding Capital),309362.45,-0.0100,0.0963
7801,150,WAIT (Holding Capital),308242.93,-0.0100,0.0963
7801,200,WAIT (Holding Capital),309960.14,-0.0100,0.0963
7802,50,WAIT (Holding Capital),307517.28,-0.0100,0.0963
7802,100,WAIT (Holding Capital),309126.62,-0.0100,0.0963
7802,150,BTC: Buy KRAKEN -> Sell BINANCE,307325.69,0.3614,0.0963
7802,200,WAIT (Holding Capital),309092.45,-0.0100,0.0963
7803,50,WAIT (Holding Capital),307861.81,-0.0100,0.0962
7803,100,WAIT (Holding Capital),309281.66,-0.0100,0.0962
7803,150,WAIT (Holding Capital),307498.55,-0.0100,0.0962
7803,200,WAIT (Holding Capital),308927.41,-0.0100,0.0962
7804,50,WAIT (Holding Capital),307046.67,-0.0100,0.0962
7804,100,WAIT (Holding Capital),308733.86,-0.0100,0.0962
7804,150,WAIT (Holding Capital),306859.44,-0.0100,0.0962
7804,200,WAIT (Holding Capital),308817.78,-0.0100,0.0962
7805,50,WAIT (Holding Capital),306892.51,-0.0100,0.0962
7805,100,WAIT (Holding Capital),308546.30,-0.0100,0.0962
7805,150,WAIT (Holding Capital),306990.00,-0.0100,0.0962
7805,200,WAIT (Holding Capital),307857.31,-0.0100,0.0962
7806,50,WAIT (Holding Capital),307640.95,-0.0100,0.0961
7806,100,BTC: Buy COINBASE -> Sell KRAKEN,308998.63,1.4295,0.0961
7806,150,WAIT (Holding Capital),306988.62,-0.0100,0.0961
7806,200,WAIT (Holding Capital),308366.94,-0.0100,0.0961
7807,50,WAIT (Holding Capital),307496.62,-0.0100,0.0961
7807,100,WAIT (Holding Capital),309628.31,-0.0100,0.0961
7807,150,WAIT (Holding Capital),307801.26,-0.0100,0.0961
7807,200,WAIT (Holding Capital),309104.39,-0.0100,0.0961
7808,50,WAIT (Holding Capital),307580.19,-0.0100,0.0961
7808,100,WAIT (Holding Capital),309106.17,-0.0100,0.0961
7808,150,ETH: Buy COINBASE -> Sell KRAKEN,307650.83,1.7421,0.0961
7808,200,WAIT (Holding Capital),308878.01,-0.0100,0.0961
7809,50,WAIT (Holding Capital),307235.25,-0.0100,0.0961
7809,100,BTC: Buy BINANCE -> Sell KRAKEN,309388.81,0.8113,0.0961
7809,150,WAIT (Holding Capital),307964.84,-0.0100,0.0961
7809,200,WAIT (Holding Capital),309287.25,-0.0100,0.0961
7810,50,WAIT (Holding Capital),307443.03,-0.0100,0.0960
7810,100,WAIT (Holding Capital),308629.62,-0.0100,0.0960
7810,150,WAIT (Holding Capital),306334.25,-0.0100,0.0960
7810,200,WAIT (Holding Capital),308133.14,-0.0100,0.0960
7811,50,WAIT (Holding Capital),307715.03,-0.0100,0.0960
7811,100,BTC: Buy COINBASE -> Sell KRAKEN,309441.56,-0.1743,0.0960
7811,150,WAIT (Holding Capital),307925.70,-0.0100,0.0960
7811,200,WAIT (Holding Capital),309506.72,-0.0100,0.0960
7812,50,WAIT (Holding Capital),307785.81,-0.0100,0.0960
7812,100,WAIT (Holding Capital),309245.94,-0.0100,0.0960
7812,150,WAIT (Holding Capital),307293.43,-0.0100,0.0960
7812,200,WAIT (Holding Capital),308620.94,-0.0100,0.0960
7813,50,WAIT (Holding Capital),308330.55,-0.0100,0.0959
7813,100,WAIT (Holding Capital),309842.95,-0.0100,0.0959
7813,150,WAIT (Holding Capital),308149.53,-0.0100,0.0959
7813,200,WAIT (Holding Capital),309655.60,-0.0100,0.0959
7814,50,WAIT (Holding Capital),307369.79,-0.0100,0.0959
7814,100,WAIT (Holding Capital),309805.13,-0.0100,0.0959
7814,150,WAIT (Holding Capital),308520.64,-0.0100,0.0959
7814,200,WAIT (Holding Capital),310365.10,-0.0100,0.0959
7815,50,WAIT (Holding Capital),306887.97,-0.0100,0.0959
7815,100,BNB: Buy COINBASE -> Sell BINANCE,309054.27,-0.0188,0.0959
7815,150,WAIT (Holding Capital),306733.69,-0.0100,0.0959
7815,200,WAIT (Holding Capital),308167.39,-0.0100,0.0959
7816,50,WAIT (Holding Capital),307222.64,-0.0100,0.0959
7816,100,WAIT (Holding Capital),309003.60,-0.0100,0.0959
7816,150,WAIT (Holding Capital),307555.59,-0.0100,0.0959
7816,200,ETH: Buy BINANCE -> Sell KRAKEN,309377.36,-0.6402,0.0959
7817,50,WAIT (Holding Capital),307243.94,-0.0100,0.0958
7817,100,WAIT (Holding Capital),309374.38,-0.0100,0.0958
7817,150,WAIT (Holding Capital),307850.41,-0.0100,0.0958
7817,200,WAIT (Holding Capital),309697.62,-0.0100,0.0958
7818,50,ETH: Buy KRAKEN -> Sell BINANCE,307712.05,-0.5127,0.0958
7818,100,WAIT (Holding Capital),309314.50,-0.0100,0.0958
7818,150,WAIT (Holding Capital),307702.69,-0.0100,0.0958
7818,200,WAIT (Holding Capital),308981.68,-0.0100,0.0958
7819,50,WAIT (Holding Capital),306746.63,-0.0100,0.0958
7819,100,ETH: Buy BINANCE -> Sell KRAKEN,308864.04,-1.0500,0.0958
7819,150,WAIT (Holding Capital),307184.37,-0.0100,0.0958
7819,200,WAIT (Holding Capital),308706.86,-0.0100,0.0958
7820,50,WAIT (Holding Capital),307241.45,-0.0100,0.0957
7820,100,WAIT (Holding Capital),308871.86,-0.0100,0.0957
7820,150,WAIT (Holding Capital),307424.88,-0.0100,0.0957
7820,200,WAIT (Holding Capital),308986.94,-0.0100,0.0957
7821,50,WAIT (Holding Capital),307489.36,-0.0100,0.0957
7821,100,WAIT (Holding Capital),308796.51,-0.0100,0.0957
7821,150,WAIT (Holding Capital),307467.53,-0.0100,0.0957
7821,200,WAIT (Holding Capital),309265.55,-0.0100,0.0957
7822,50,WAIT (Holding Capital),308594.86,-0.0100,0.0957
7822,100,WAIT (Holding Capital),310514.23,-0.0100,0.0957
7822,150,WAIT (Holding Capital),308367.50,-0.0100,0.0957
7822,200,WAIT (Holding Capital),309864.74,-0.0100,0.0957
7823,50,WAIT (Holding Capital),307648.70,-0.0100,0.0957
7823,100,WAIT (Holding Capital),309464.45,-0.0100,0.0957
7823,150,WAIT (Holding Capital),307563.07,-0.0100,0.0957
7823,200,WAIT (Holding Capital),309115.75,-0.0100,0.0957
7824,50,WAIT (Holding Capital),307713.78,-0.0100,0.0956
7824,100,WAIT (Holding Capital),310008.96,-0.0100,0.0956
7824,150,WAIT (Holding Capital),307939.49,-0.0100,0.0956
7824,200,WAIT (Holding Capital),309650.89,-0.0100,0.0956
7825,50,WAIT (Holding Capital),307408.42,-0.0100,0.0956
7825,100,WAIT (Holding Capital),309318.62,-0.0100,0.0956
7825,150,WAIT (Holding Capital),307187.29,-0.0100,0.0956
7825,200,WAIT (Holding Capital),309339.12,-0.0100,0.0956
7826,50,WAIT (Holding Capital),307907.04,-0.0100,0.0956
7826,100,WAIT (Holding Capital),310298.68,-0.0100,0.0956
7826,150,WAIT (Holding Capital),308223.07,-0.0100,0.0956
7826,200,WAIT (Holding Capital),309876.32,-0.0100,0.0956
7827,50,WAIT (Holding Capital),307502.58,-0.0100,0.0955
7827,100,WAIT (Holding Capital),309135.72,-0.0100,0.0955
7827,150,WAIT (Holding Capital),307871.68,-0.0100,0.0955
7827,200,WAIT (Holding Capital),309653.74,-0.0100,0.0955
7828,50,WAIT (Holding Capital),307396.65,-0.0100,0.0955
7828,100,WAIT (Holding Capital),309116.65,-0.0100,0.0955
7828,150,WAIT (Holding Capital),307149.90,-0.0100,0.0955
7828,200,WAIT (Holding Capital),308610.65,-0.0100,0.0955
7829,50,ETH: Buy BINANCE -> Sell KRAKEN,307000.69,-0.2293,0.0955
7829,100,WAIT (Holding Capital),308233.14,-0.0100,0.0955
7829,150,WAIT (Holding Capital),306501.09,-0.0100,0.0955
7829,200,WAIT (Holding Capital),308249.65,-0.0100,0.0955
7830,50,WAIT (Holding Capital),307659.94,-0.0100,0.0955
7830,100,WAIT (Holding Capital),309489.00,-0.0100,0.0955
7830,150,WAIT (Holding Capital),307775.79,-0.0100,0.0955
7830,200,WAIT (Holding Capital),309388.89,-0.0100,0.0955
7831,50,WAIT (Holding Capital),307821.30,-0.0100,0.0954
7831,100,WAIT (Holding Capital),309173.46,-0.0100,0.0954
7831,150,WAIT (Holding Capital),307666.97,-0.0100,0.0954
7831,200,WAIT (Holding Capital),309813.99,-0.0100,0.0954
7832,50,WAIT (Holding Capital),307474.63,-0.0100,0.0954
7832,100,WAIT (Holding Capital),309124.07,-0.0100,0.0954
7832,150,WAIT (Holding Capital),307784.65,-0.0100,0.0954
7832,200,WAIT (Holding Capital),309700.40,-0.0100,0.0954
7833,50,WAIT (Holding Capital),306748.09,-0.0100,0.0954
7833,100,BNB: Buy KRAKEN -> Sell BINANCE,308993.97,0.0697,0.0954
7833,150,WAIT (Holding Capital),307178.64,-0.0100,0.0954
7833,200,WAIT (Holding Capital),308808.50,-0.0100,0.0954
7834,50,WAIT (Holding Capital),307358.16,-0.0100,0.0953
7834,100,WAIT (Holding Capital),308426.97,-0.0100,0.0953
7834,150,WAIT (Holding Capital),306719.30,-0.0100,0.0953
7834,200,WAIT (Holding Capital),309068.03,-0.0100,0.0953
7835,50,WAIT (Holding Capital),307933.60,-0.0100,0.0953
7835,100,WAIT (Holding Capital),309218.42,-0.0100,0.0953
7835,150,BNB: Buy KRAKEN -> Sell COINBASE,307529.40,-1.4265,0.0953
7835,200,WAIT (Holding Capital),309384.13,-0.0100,0.0953
7836,50,ETH: Buy BINANCE -> Sell KRAKEN,307437.43,0.0777,0.0953
7836,100,WAIT (Holding Capital),309197.55,-0.0100,0.0953
7836,150,WAIT (Holding Capital),307269.23,-0.0100,0.0953
7836,200,WAIT (Holding Capital),308727.52,-0.0100,0.0953
7837,50,WAIT (Holding Capital),307562.98,-0.0100,0.0953
7837,100,WAIT (Holding Capital),308688.12,-0.0100,0.0953
7837,150,WAIT (Holding Capital),307090.13,-0.0100,0.0953
7837,200,WAIT (Holding Capital),308856.37,-0.0100,0.0953
7838,50,WAIT (Holding Capital),307122.80,-0.0100,0.0952
7838,100,WAIT (Holding Capital),309247.09,-0.0100,0.0952
7838,150,WAIT (Holding Capital),307457.58,-0.0100,0.0952
7838,200,WAIT (Holding Capital),309217.90,-0.0100,0.0952
7839,50,WAIT (Holding Capital),308056.72,-0.0100,0.0952
7839,100,WAIT (Holding Capital),309863.50,-0.0100,0.0952
7839,150,WAIT (Holding Capital),308674.43,-0.0100,0.0952
7839,200,WAIT (Holding Capital),310798.85,-0.0100,0.0952
7840,50,WAIT (Holding Capital),306967.26,-0.0100,0.0952
7840,100,WAIT (Holding Capital),308315.39,-0.0100,0.0952
7840,150,WAIT (Holding Capital),306635.88,-0.0100,0.0952
7840,200,BTC: Buy KRAKEN -> Sell COINBASE,308588.26,0.5011,0.0952
7841,50,WAIT (Holding Capital),307161.18,-0.0100,0.0951
7841,100,WAIT (Holding Capital),309536.94,-0.0100,0.0951
7841,150,WAIT (Holding Capital),308054.80,-0.0100,0.0951
7841,200,ETH: Buy BINANCE -> Sell KRAKEN,309509.73,0.5318,0.0951
7842,50,WAIT (Holding Capital),307243.14,-0.0100,0.0951
7842,100,WAIT (Holding Capital),308604.76,-0.0100,0.0951
7842,150,WAIT (Holding Capital),306903.29,-0.0100,0.0951
7842,200,WAIT (Holding Capital),308743.29,-0.0100,0.0951
7843,50,BNB: Buy KRAKEN -> Sell COINBASE,307266.15,-0.9640,0.0951
7843,100,WAIT (Holding Capital),309519.75,-0.0100,0.0951
7843,150,WAIT (Holding Capital),307232.38,-0.0100,0.0951
7843,200,WAIT (Holding Capital),309716.98,-0.0100,0.0951
7844,50,WAIT (Holding Capital),307523.08,-0.0100,0.0951
7844,100,WAIT (Holding Capital),309410.24,-0.0100,0.0951
7844,150,WAIT (Holding Capital),308011.53,-0.0100,0.0951
7844,200,WAIT (Holding Capital),309554.39,-0.0100,0.0951
7845,50,WAIT (Holding Capital),307245.19,-0.0100,0.0950
7845,100,WAIT (Holding Capital),309084.29,-0.0100,0.0950
7845,150,BNB: Buy BINANCE -> Sell KRAKEN,306946.93,-0.5048,0.0950
7845,200,WAIT (Holding Capital),308689.88,-0.0100,0.0950
7846,50,BNB: Buy BINANCE -> Sell KRAKEN,307003.63,-0.6924,0.0950
7846,100,WAIT (Holding Capital),308740.51,-0.0100,0.0950
7846,150,WAIT (Holding Capital),307087.48,-0.0100,0.0950
7846,200,WAIT (Holding Capital),308180.63,-0.0100,0.0950
7847,50,WAIT (Holding Capital),307748.31,-0.0100,0.0950
7847,100,ETH: Buy KRAKEN -> Sell BINANCE,309556.41,4.0344,0.0950
7847,150,WAIT (Holding Capital),307599.99,-0.0100,0.0950
7847,200,WAIT (Holding Capital),309228.03,-0.0100,0.0950
