Episode,Step,Action_Routed,Portfolio_Value,Reward,Epsilon
523,100,BNB: Buy COINBASE -> Sell KRAKEN,309560.10,0.1756,0.8550
523,150,BTC: Buy COINBASE -> Sell KRAKEN,308039.27,0.2041,0.8550
523,200,ETH: Buy COINBASE -> Sell BINANCE,309501.60,0.7581,0.8550
524,50,BTC: Buy KRAKEN -> Sell BINANCE,307986.81,0.3945,0.8548
524,100,ETH: Buy KRAKEN -> Sell COINBASE,309959.16,-2.0000,0.8548
524,150,BTC: Buy KRAKEN -> Sell BINANCE,307945.54,0.7217,0.8548
524,200,ETH: Buy KRAKEN -> Sell COINBASE,309716.76,-1.1930,0.8548
525,50,ETH: Buy COINBASE -> Sell KRAKEN,307591.77,-0.3872,0.8545
525,100,BNB: Buy COINBASE -> Sell KRAKEN,308542.32,0.0128,0.8545
525,150,BNB: Buy KRAKEN -> Sell COINBASE,307514.31,-0.9216,0.8545
525,200,WAIT (Holding Capital),309145.02,-0.0100,0.8545
526,50,BNB: Buy KRAKEN -> Sell BINANCE,307357.80,-0.1904,0.8543
526,100,ETH: Buy KRAKEN -> Sell COINBASE,309426.77,-0.9774,0.8543
526,150,ETH: Buy KRAKEN -> Sell COINBASE,307572.59,-0.2367,0.8543
526,200,ETH: Buy KRAKEN -> Sell COINBASE,308034.21,-0.9483,0.8543
527,50,BTC: Buy COINBASE -> Sell KRAKEN,307562.39,-0.3539,0.8540
527,100,BTC: Buy COINBASE -> Sell KRAKEN,309249.27,-1.2715,0.8540
527,150,ETH: Buy COINBASE -> Sell KRAKEN,306269.58,0.6211,0.8540
527,200,WAIT (Holding Capital),307595.51,-0.0100,0.8540
528,50,BNB: Buy COINBASE -> Sell BINANCE,307542.73,0.8925,0.8537
528,100,BNB: Buy BINANCE -> Sell KRAKEN,309498.48,-0.5919,0.8537
528,150,ETH: Buy COINBASE -> Sell BINANCE,307647.87,0.6012,0.8537
528,200,WAIT (Holding Capital),309249.54,-0.0100,0.8537
529,50,BTC: Buy COINBASE -> Sell BINANCE,307625.45,-0.0811,0.8535
529,100,WAIT (Holding Capital),309382.95,-0.0100,0.8535
529,150,BNB: Buy COINBASE -> Sell KRAKEN,307406.39,-2.0000,0.8535
529,200,ETH: Buy KRAKEN -> Sell COINBASE,309215.23,-1.9279,0.8535
530,50,BTC: Buy BINANCE -> Sell COINBASE,307590.44,0.0439,0.8532
530,100,BNB: Buy KRAKEN -> Sell BINANCE,309066.99,-1.0399,0.8532
530,150,ETH: Buy COINBASE -> Sell KRAKEN,307573.11,1.5747,0.8532
530,200,BTC: Buy BINANCE -> Sell KRAKEN,309977.97,10.4052,0.8532
531,50,BTC: Buy KRAKEN -> Sell BINANCE,307685.33,0.0201,0.8530
531,100,BNB: Buy COINBASE -> Sell BINANCE,309003.21,-1.3436,0.8530
531,150,BNB: Buy BINANCE -> Sell COINBASE,307323.70,0.2394,0.8530
531,200,ETH: Buy COINBASE -> Sell BINANCE,308606.49,-2.0000,0.8530
532,50,BNB: Buy KRAKEN -> Sell COINBASE,308104.41,0.2767,0.8527
532,100,BNB: Buy BINANCE -> Sell KRAKEN,309961.76,-0.6320,0.8527
532,150,ETH: Buy KRAKEN -> Sell BINANCE,308108.25,-0.1266,0.8527
532,200,ETH: Buy BINANCE -> Sell COINBASE,309931.35,-0.4594,0.8527
533,50,ETH: Buy COINBASE -> Sell KRAKEN,307068.34,0.9999,0.8525
533,100,WAIT (Holding Capital),308069.25,-0.0100,0.8525
533,150,BNB: Buy BINANCE -> Sell KRAKEN,306779.24,-0.2455,0.8525
533,200,ETH: Buy COINBASE -> Sell BINANCE,308027.45,-2.0000,0.8525
534,50,WAIT (Holding Capital),307387.84,-0.0100,0.8522
534,100,BNB: Buy BINANCE -> Sell KRAKEN,309469.84,-0.6232,0.8522
534,150,BTC: Buy KRAKEN -> Sell BINANCE,307981.11,1.8969,0.8522
534,200,WAIT (Holding Capital),309496.93,-0.0100,0.8522
535,50,WAIT (Holding Capital),307443.16,-0.0100,0.8520
535,100,BTC: Buy COINBASE -> Sell BINANCE,309595.35,-2.0000,0.8520
535,150,WAIT (Holding Capital),307296.11,-0.0100,0.8520
535,200,BNB: Buy KRAKEN -> Sell COINBASE,309002.01,-0.2836,0.8520
536,50,ETH: Buy KRAKEN -> Sell COINBASE,307410.39,-0.2183,0.8517
536,100,BTC: Buy BINANCE -> Sell COINBASE,309352.65,-1.1283,0.8517
536,150,BNB: Buy BINANCE -> Sell COINBASE,307416.43,-0.7433,0.8517
536,200,BTC: Buy BINANCE -> Sell KRAKEN,309009.19,9.8135,0.8517
537,50,BNB: Buy COINBASE -> Sell KRAKEN,306751.79,-0.4623,0.8514
537,100,ETH: Buy KRAKEN -> Sell BINANCE,308690.31,5.3681,0.8514
537,150,BNB: Buy KRAKEN -> Sell COINBASE,306871.37,-2.0000,0.8514
537,200,BTC: Buy COINBASE -> Sell KRAKEN,308609.54,-2.0000,0.8514
538,50,BNB: Buy COINBASE -> Sell BINANCE,307258.09,-2.0000,0.8512
538,100,BNB: Buy BINANCE -> Sell KRAKEN,308867.48,-0.4023,0.8512
538,150,BTC: Buy COINBASE -> Sell KRAKEN,307136.81,1.0238,0.8512
538,200,ETH: Buy BINANCE -> Sell COINBASE,308447.34,-0.4965,0.8512
539,50,WAIT (Holding Capital),306732.63,-0.0100,0.8509
539,100,BTC: Buy KRAKEN -> Sell BINANCE,308194.02,-2.0000,0.8509
539,150,BTC: Buy COINBASE -> Sell BINANCE,306592.58,-0.1241,0.8509
539,200,WAIT (Holding Capital),307010.72,-0.0100,0.8509
540,50,BTC: Buy BINANCE -> Sell KRAKEN,307488.49,-1.4964,0.8507
540,100,WAIT (Holding Capital),309523.91,-0.0100,0.8507
540,150,BNB: Buy KRAKEN -> Sell COINBASE,307363.77,-0.6271,0.8507
540,200,BNB: Buy KRAKEN -> Sell COINBASE,308379.27,-0.1750,0.8507
541,50,WAIT (Holding Capital),307557.61,-0.0100,0.8504
541,100,BNB: Buy BINANCE -> Sell KRAKEN,309259.29,-0.5615,0.8504
541,150,ETH: Buy COINBASE -> Sell KRAKEN,306861.39,0.7860,0.8504
541,200,BNB: Buy BINANCE -> Sell COINBASE,307712.76,0.5196,0.8504
542,50,ETH: Buy COINBASE -> Sell BINANCE,307599.04,-0.9581,0.8502
542,100,WAIT (Holding Capital),309835.95,-0.0100,0.8502
542,150,BNB: Buy KRAKEN -> Sell BINANCE,307813.74,-2.1676,0.8502
542,200,BNB: Buy COINBASE -> Sell KRAKEN,309061.93,-0.7067,0.8502
543,50,WAIT (Holding Capital),307241.00,-0.0100,0.8499
543,100,WAIT (Holding Capital),308981.95,-0.0100,0.8499
543,150,ETH: Buy BINANCE -> Sell COINBASE,307176.28,-1.0571,0.8499
543,200,BTC: Buy KRAKEN -> Sell COINBASE,309259.18,-0.3001,0.8499
544,50,ETH: Buy KRAKEN -> Sell COINBASE,307357.65,-0.2009,0.8497
544,100,BNB: Buy BINANCE -> Sell COINBASE,309654.93,-2.0000,0.8497
544,150,BNB: Buy BINANCE -> Sell COINBASE,307826.91,0.8753,0.8497
544,200,WAIT (Holding Capital),309722.58,-0.0100,0.8497
545,50,WAIT (Holding Capital),307165.60,-0.0100,0.8494
545,100,ETH: Buy KRAKEN -> Sell BINANCE,309025.23,4.0473,0.8494
545,150,BTC: Buy COINBASE -> Sell BINANCE,307343.95,-0.6010,0.8494
545,200,BTC: Buy COINBASE -> Sell KRAKEN,308348.84,5.4715,0.8494
546,50,WAIT (Holding Capital),307529.57,-0.0100,0.8491
546,100,BNB: Buy BINANCE -> Sell KRAKEN,309088.61,0.2455,0.8491
546,150,ETH: Buy BINANCE -> Sell COINBASE,307713.52,-2.0000,0.8491
546,200,ETH: Buy KRAKEN -> Sell COINBASE,308922.21,-2.0000,0.8491
547,50,BTC: Buy COINBASE -> Sell BINANCE,307221.55,0.3849,0.8489
547,100,BNB: Buy KRAKEN -> Sell COINBASE,308762.31,-2.0000,0.8489
547,150,WAIT (Holding Capital),307129.78,-0.0100,0.8489
547,200,BNB: Buy COINBASE -> Sell KRAKEN,308951.55,-0.1351,0.8489
548,50,BNB: Buy COINBASE -> Sell BINANCE,307443.93,0.2188,0.8486
548,100,BTC: Buy KRAKEN -> Sell COINBASE,309025.15,-0.0933,0.8486
548,150,WAIT (Holding Capital),307357.69,-0.0100,0.8486
548,200,BTC: Buy BINANCE -> Sell COINBASE,308737.09,4.7958,0.8486
549,50,BNB: Buy BINANCE -> Sell COINBASE,307775.54,-2.0000,0.8484
549,100,ETH: Buy COINBASE -> Sell BINANCE,310040.73,10.1518,0.8484
549,150,ETH: Buy BINANCE -> Sell COINBASE,307720.47,-0.3337,0.8484
549,200,BTC: Buy COINBASE -> Sell BINANCE,309285.45,-1.9757,0.8484
550,50,ETH: Buy BINANCE -> Sell KRAKEN,307223.82,-0.7159,0.8481
550,100,BTC: Buy KRAKEN -> Sell COINBASE,308843.74,0.7167,0.8481
550,150,BNB: Buy COINBASE -> Sell BINANCE,307234.72,0.3616,0.8481
550,200,BTC: Buy KRAKEN -> Sell COINBASE,309199.96,0.1640,0.8481
551,50,ETH: Buy COINBASE -> Sell BINANCE,307473.34,-2.0000,0.8479
551,100,WAIT (Holding Capital),309006.04,-0.0100,0.8479
551,150,WAIT (Holding Capital),306973.29,-0.0100,0.8479
551,200,WAIT (Holding Capital),308508.00,-0.0100,0.8479
552,50,ETH: Buy COINBASE -> Sell KRAKEN,307489.98,-0.3708,0.8476
552,100,ETH: Buy KRAKEN -> Sell COINBASE,309510.19,-0.1718,0.8476
552,150,BTC: Buy COINBASE -> Sell KRAKEN,307596.16,0.6113,0.8476
552,200,BNB: Buy KRAKEN -> Sell BINANCE,309176.83,-0.2723,0.8476
553,50,ETH: Buy COINBASE -> Sell KRAKEN,307129.50,-0.4280,0.8474
553,100,BNB: Buy COINBASE -> Sell BINANCE,308457.01,-0.1794,0.8474
553,150,ETH: Buy KRAKEN -> Sell COINBASE,306329.92,0.3271,0.8474
553,200,WAIT (Holding Capital),308265.49,-0.0100,0.8474
554,50,BTC: Buy COINBASE -> Sell BINANCE,307179.82,-2.0000,0.8471
554,100,WAIT (Holding Capital),309227.30,-0.0100,0.8471
554,150,ETH: Buy KRAKEN -> Sell COINBASE,308098.39,-0.1366,0.8471
554,200,ETH: Buy COINBASE -> Sell KRAKEN,309638.16,-2.0000,0.8471
555,50,BNB: Buy BINANCE -> Sell KRAKEN,307343.39,-0.5076,0.8469
555,100,BTC: Buy KRAKEN -> Sell BINANCE,309454.38,-0.7021,0.8469
555,150,BTC: Buy BINANCE -> Sell KRAKEN,307140.28,-0.3110,0.8469
555,200,BNB: Buy COINBASE -> Sell KRAKEN,308243.97,-2.0000,0.8469
556,50,WAIT (Holding Capital),307277.31,-0.0100,0.8466
556,100,ETH: Buy KRAKEN -> Sell COINBASE,309582.16,0.7244,0.8466
556,150,BNB: Buy BINANCE -> Sell KRAKEN,308333.33,-0.3981,0.8466
556,200,WAIT (Holding Capital),309375.57,-0.0100,0.8466
557,50,WAIT (Holding Capital),306800.04,-0.0100,0.8463
557,100,BTC: Buy COINBASE -> Sell BINANCE,308720.05,-2.0000,0.8463
557,150,BTC: Buy KRAKEN -> Sell BINANCE,307139.00,0.5950,0.8463
557,200,ETH: Buy BINANCE -> Sell KRAKEN,308862.50,-0.3615,0.8463
558,50,WAIT (Holding Capital),306877.00,-0.0100,0.8461
558,100,ETH: Buy BINANCE -> Sell COINBASE,308011.97,0.1829,0.8461
558,150,WAIT (Holding Capital),305706.54,-0.0100,0.8461
558,200,BTC: Buy BINANCE -> Sell COINBASE,307921.47,4.6375,0.8461
559,50,ETH: Buy KRAKEN -> Sell COINBASE,307062.64,-0.4247,0.8458
559,100,BNB: Buy KRAKEN -> Sell BINANCE,307858.13,-0.8730,0.8458
559,150,ETH: Buy COINBASE -> Sell BINANCE,306899.16,-2.0000,0.8458
559,200,BNB: Buy COINBASE -> Sell BINANCE,309050.10,-0.8331,0.8458
560,50,WAIT (Holding Capital),307309.25,-0.0100,0.8456
560,100,BNB: Buy BINANCE -> Sell COINBASE,309041.88,-1.9938,0.8456
560,150,WAIT (Holding Capital),306821.65,-0.0100,0.8456
560,200,BTC: Buy KRAKEN -> Sell COINBASE,308170.79,-1.3516,0.8456
561,50,BTC: Buy COINBASE -> Sell KRAKEN,306997.67,1.4385,0.8453
561,100,BTC: Buy KRAKEN -> Sell BINANCE,308436.95,-0.5197,0.8453
561,150,BNB: Buy COINBASE -> Sell KRAKEN,306703.17,1.2646,0.8453
561,200,WAIT (Holding Capital),309231.15,-0.0100,0.8453
562,50,ETH: Buy KRAKEN -> Sell BINANCE,307671.58,0.7176,0.8451
562,100,BTC: Buy COINBASE -> Sell BINANCE,310014.15,0.7666,0.8451
562,150,ETH: Buy KRAKEN -> Sell BINANCE,307730.09,-2.0000,0.8451
562,200,ETH: Buy KRAKEN -> Sell BINANCE,309139.07,-2.0000,0.8451
563,50,BTC: Buy BINANCE -> Sell COINBASE,307758.85,-0.2967,0.8448
563,100,BTC: Buy KRAKEN -> Sell COINBASE,309292.03,-0.0728,0.8448
563,150,BNB: Buy COINBASE -> Sell KRAKEN,307136.51,-0.0739,0.8448
563,200,WAIT (Holding Capital),308646.61,-0.0100,0.8448
564,50,ETH: Buy COINBASE -> Sell BINANCE,307430.23,-0.3107,0.8446
564,100,BNB: Buy KRAKEN -> Sell COINBASE,309124.52,-2.0000,0.8446
564,150,ETH: Buy KRAKEN -> Sell BINANCE,307665.05,0.0738,0.8446
564,200,ETH: Buy COINBASE -> Sell KRAKEN,309192.92,-0.4384,0.8446
565,50,BNB: Buy KRAKEN -> Sell COINBASE,307388.41,0.0428,0.8443
565,100,BTC: Buy KRAKEN -> Sell COINBASE,309670.92,-0.0724,0.8443
565,150,BNB: Buy KRAKEN -> Sell BINANCE,307877.81,-0.2164,0.8443
565,200,BNB: Buy COINBASE -> Sell BINANCE,310043.28,-2.0000,0.8443
566,50,BTC: Buy BINANCE -> Sell COINBASE,307603.59,-0.8089,0.8441
566,100,BTC: Buy BINANCE -> Sell KRAKEN,308429.22,-0.0204,0.8441
566,150,BTC: Buy COINBASE -> Sell BINANCE,306482.68,0.8092,0.8441
566,200,BTC: Buy BINANCE -> Sell KRAKEN,307669.28,10.0583,0.8441
567,50,BNB: Buy KRAKEN -> Sell BINANCE,308118.24,-0.2163,0.8438
567,100,BTC: Buy KRAKEN -> Sell COINBASE,310188.03,-1.0615,0.8438
567,150,ETH: Buy COINBASE -> Sell KRAKEN,308386.38,-0.1548,0.8438
567,200,BNB: Buy BINANCE -> Sell KRAKEN,309781.14,-0.5544,0.8438
568,50,BNB: Buy BINANCE -> Sell KRAKEN,307058.91,-2.0000,0.8436
568,100,BTC: Buy KRAKEN -> Sell BINANCE,309264.69,-1.8778,0.8436
568,150,BTC: Buy KRAKEN -> Sell COINBASE,306603.62,-2.0000,0.8436
568,200,ETH: Buy BINANCE -> Sell COINBASE,308162.71,-2.0000,0.8436
569,50,ETH: Buy COINBASE -> Sell BINANCE,307051.81,0.7204,0.8433
569,100,WAIT (Holding Capital),308242.98,-0.0100,0.8433
569,150,BTC: Buy KRAKEN -> Sell BINANCE,306881.13,1.1229,0.8433
569,200,ETH: Buy COINBASE -> Sell KRAKEN,309327.15,-2.0000,0.8433
570,50,ETH: Buy KRAKEN -> Sell BINANCE,307477.52,-0.2538,0.8431
570,100,BTC: Buy COINBASE -> Sell BINANCE,308396.22,-0.4928,0.8431
570,150,BNB: Buy BINANCE -> Sell KRAKEN,306794.93,-0.1721,0.8431
570,200,ETH: Buy BINANCE -> Sell KRAKEN,307590.79,-0.1040,0.8431
571,50,BTC: Buy COINBASE -> Sell KRAKEN,307225.24,-0.3143,0.8428
571,100,BNB: Buy KRAKEN -> Sell COINBASE,309006.61,-0.2829,0.8428
571,150,ETH: Buy KRAKEN -> Sell COINBASE,307603.25,-0.9313,0.8428
571,200,WAIT (Holding Capital),310076.70,-0.0100,0.8428
572,50,BNB: Buy KRAKEN -> Sell COINBASE,308024.78,-0.2323,0.8425
572,100,ETH: Buy BINANCE -> Sell KRAKEN,310049.13,-0.5151,0.8425
572,150,ETH: Buy KRAKEN -> Sell BINANCE,308047.87,-0.0766,0.8425
572,200,WAIT (Holding Capital),309258.81,-0.0100,0.8425
573,50,ETH: Buy COINBASE -> Sell KRAKEN,307276.93,-0.4185,0.8423
573,100,BTC: Buy COINBASE -> Sell KRAKEN,308655.74,0.6675,0.8423
573,150,BNB: Buy KRAKEN -> Sell BINANCE,306038.62,-1.1916,0.8423
573,200,WAIT (Holding Capital),307514.82,-0.0100,0.8423
574,50,BNB: Buy BINANCE -> Sell COINBASE,307288.01,-2.0000,0.8420
574,100,BNB: Buy KRAKEN -> Sell COINBASE,309106.84,0.6063,0.8420
574,150,ETH: Buy BINANCE -> Sell KRAKEN,307015.46,-0.4226,0.8420
574,200,BNB: Buy COINBASE -> Sell BINANCE,308985.48,-1.6183,0.8420
575,50,BTC: Buy COINBASE -> Sell KRAKEN,307581.74,-0.4887,0.8418
575,100,BNB: Buy COINBASE -> Sell BINANCE,309263.19,-0.5870,0.8418
575,150,BTC: Buy BINANCE -> Sell KRAKEN,308116.93,-0.0481,0.8418
575,200,BTC: Buy BINANCE -> Sell KRAKEN,308912.61,11.1027,0.8418
576,50,BNB: Buy COINBASE -> Sell KRAKEN,306836.75,-0.1183,0.8415
576,100,ETH: Buy KRAKEN -> Sell BINANCE,308209.15,-2.0000,0.8415
576,150,BTC: Buy KRAKEN -> Sell BINANCE,305769.69,0.0822,0.8415
576,200,BNB: Buy COINBASE -> Sell KRAKEN,308065.52,0.4055,0.8415
577,50,ETH: Buy COINBASE -> Sell BINANCE,307799.37,-2.0000,0.8413
577,100,BTC: Buy BINANCE -> Sell COINBASE,310140.17,-0.0680,0.8413
577,150,ETH: Buy COINBASE -> Sell KRAKEN,308241.94,-0.8462,0.8413
577,200,ETH: Buy KRAKEN -> Sell COINBASE,309495.50,0.4462,0.8413
578,50,WAIT (Holding Capital),307682.10,-0.0100,0.8410
578,100,BTC: Buy BINANCE -> Sell KRAKEN,309461.97,0.1010,0.8410
578,150,BTC: Buy BINANCE -> Sell KRAKEN,308288.28,-2.0000,0.8410
578,200,WAIT (Holding Capital),309728.00,-0.0100,0.8410
579,50,WAIT (Holding Capital),307979.18,-0.0100,0.8408
579,100,BTC: Buy KRAKEN -> Sell COINBASE,309701.10,0.1320,0.8408
579,150,BNB: Buy BINANCE -> Sell KRAKEN,308455.25,1.1444,0.8408
579,200,WAIT (Holding Capital),310591.11,-0.0100,0.8408
580,50,ETH: Buy COINBASE -> Sell KRAKEN,307642.61,-0.2061,0.8405
580,100,BTC: Buy COINBASE -> Sell KRAKEN,310117.53,-1.8914,0.8405
580,150,BNB: Buy BINANCE -> Sell KRAKEN,308184.27,-0.9601,0.8405
580,200,ETH: Buy KRAKEN -> Sell COINBASE,309904.46,0.6319,0.8405
581,50,BNB: Buy KRAKEN -> Sell COINBASE,308014.94,-0.5793,0.8403
581,100,BNB: Buy KRAKEN -> Sell COINBASE,309842.56,0.7203,0.8403
581,150,ETH: Buy COINBASE -> Sell BINANCE,307667.74,0.3494,0.8403
581,200,ETH: Buy KRAKEN -> Sell BINANCE,308531.40,0.5190,0.8403
582,50,ETH: Buy COINBASE -> Sell KRAKEN,307391.69,-0.1710,0.8400
582,100,WAIT (Holding Capital),309524.72,-0.0100,0.8400
582,150,WAIT (Holding Capital),307971.49,-0.0100,0.8400
582,200,BNB: Buy BINANCE -> Sell COINBASE,309060.21,-2.1531,0.8400
583,50,BTC: Buy COINBASE -> Sell KRAKEN,307448.81,-0.3607,0.8398
583,100,BTC: Buy KRAKEN -> Sell BINANCE,308982.89,0.7312,0.8398
583,150,WAIT (Holding Capital),307240.65,-0.0100,0.8398
583,200,BTC: Buy COINBASE -> Sell KRAKEN,308900.53,5.4160,0.8398
584,50,ETH: Buy BINANCE -> Sell COINBASE,307767.65,-0.0833,0.8395
584,100,ETH: Buy COINBASE -> Sell BINANCE,309493.33,10.0488,0.8395
584,150,BNB: Buy KRAKEN -> Sell COINBASE,307164.91,0.6037,0.8395
584,200,BNB: Buy BINANCE -> Sell KRAKEN,308351.82,0.1908,0.8395
585,50,WAIT (Holding Capital),307605.74,-0.0100,0.8393
585,100,BTC: Buy BINANCE -> Sell KRAKEN,309175.55,0.5516,0.8393
585,150,BTC: Buy KRAKEN -> Sell BINANCE,307444.87,-1.2735,0.8393
585,200,ETH: Buy COINBASE -> Sell BINANCE,309171.02,-1.3572,0.8393
586,50,ETH: Buy KRAKEN -> Sell BINANCE,307305.39,0.1314,0.8390
586,100,BTC: Buy COINBASE -> Sell KRAKEN,309042.59,-0.0830,0.8390
586,150,BNB: Buy BINANCE -> Sell KRAKEN,307533.88,-0.2450,0.8390
586,200,BNB: Buy BINANCE -> Sell KRAKEN,308604.00,-0.2199,0.8390
587,50,BTC: Buy BINANCE -> Sell KRAKEN,307670.38,-1.1541,0.8388
587,100,BTC: Buy KRAKEN -> Sell COINBASE,309271.86,-0.8779,0.8388
587,150,BTC: Buy BINANCE -> Sell COINBASE,307327.18,-0.7952,0.8388
587,200,BNB: Buy KRAKEN -> Sell BINANCE,308521.99,0.5540,0.8388
588,50,WAIT (Holding Capital),307098.78,-0.0100,0.8385
588,100,BNB: Buy BINANCE -> Sell KRAKEN,309242.79,-0.9965,0.8385
588,150,BTC: Buy KRAKEN -> Sell BINANCE,307189.37,-0.5525,0.8385
588,200,BNB: Buy BINANCE -> Sell COINBASE,308812.22,-1.9609,0.8385
589,50,WAIT (Holding Capital),307709.64,-0.0100,0.8383
589,100,BTC: Buy BINANCE -> Sell COINBASE,309418.29,0.4887,0.8383
589,150,WAIT (Holding Capital),307723.22,-0.0100,0.8383
589,200,BNB: Buy KRAKEN -> Sell COINBASE,309412.93,-0.2228,0.8383
590,50,ETH: Buy COINBASE -> Sell BINANCE,307506.04,-0.6639,0.8380
590,100,BTC: Buy KRAKEN -> Sell COINBASE,308823.32,-0.2745,0.8380
590,150,ETH: Buy BINANCE -> Sell KRAKEN,307233.34,0.9848,0.8380
590,200,ETH: Buy KRAKEN -> Sell BINANCE,309494.32,-1.5562,0.8380
591,50,ETH: Buy COINBASE -> Sell BINANCE,307928.95,-0.6910,0.8378
591,100,WAIT (Holding Capital),309752.75,-0.0100,0.8378
591,150,BNB: Buy BINANCE -> Sell COINBASE,308331.57,-0.2013,0.8378
591,200,ETH: Buy BINANCE -> Sell COINBASE,309688.33,-0.1162,0.8378
592,50,WAIT (Holding Capital),306864.93,-0.0100,0.8375
592,100,BNB: Buy COINBASE -> Sell KRAKEN,308600.42,0.9252,0.8375
592,150,BNB: Buy BINANCE -> Sell COINBASE,306375.85,0.2269,0.8375
592,200,WAIT (Holding Capital),308274.68,-0.0100,0.8375
593,50,ETH: Buy COINBASE -> Sell KRAKEN,307204.87,-0.3203,0.8373
593,100,ETH: Buy COINBASE -> Sell KRAKEN,308554.14,4.1875,0.8373
593,150,BNB: Buy BINANCE -> Sell KRAKEN,305925.26,-1.0140,0.8373
593,200,ETH: Buy COINBASE -> Sell KRAKEN,307643.79,-1.3816,0.8373
594,50,BTC: Buy COINBASE -> Sell KRAKEN,307523.91,0.3556,0.8370
594,100,BNB: Buy KRAKEN -> Sell BINANCE,309199.35,-0.1902,0.8370
594,150,BTC: Buy BINANCE -> Sell KRAKEN,307509.14,1.3767,0.8370
594,200,BNB: Buy KRAKEN -> Sell BINANCE,308556.42,-2.0816,0.8370
595,50,WAIT (Holding Capital),307230.18,-0.0100,0.8368
595,100,ETH: Buy BINANCE -> Sell KRAKEN,308813.79,0.6516,0.8368
595,150,BNB: Buy KRAKEN -> Sell BINANCE,306995.37,1.8318,0.8368
595,200,WAIT (Holding Capital),308350.27,-0.0100,0.8368
596,50,BNB: Buy BINANCE -> Sell COINBASE,307808.45,0.0916,0.8365
596,100,ETH: Buy KRAKEN -> Sell BINANCE,309816.90,-2.0000,0.8365
596,150,BTC: Buy BINANCE -> Sell COINBASE,307702.51,-0.2466,0.8365
596,200,ETH: Buy BINANCE -> Sell KRAKEN,309365.14,-1.4564,0.8365
597,50,ETH: Buy COINBASE -> Sell KRAKEN,306958.09,-0.1505,0.8363
597,100,BNB: Buy COINBASE -> Sell KRAKEN,307981.67,-0.2566,0.8363
597,150,BTC: Buy KRAKEN -> Sell COINBASE,306004.63,-0.1141,0.8363
597,200,ETH: Buy KRAKEN -> Sell BINANCE,307074.04,0.1858,0.8363
598,50,BTC: Buy COINBASE -> Sell KRAKEN,307445.32,0.3417,0.8360
598,100,WAIT (Holding Capital),309483.96,-0.0100,0.8360
598,150,WAIT (Holding Capital),307836.33,-0.0100,0.8360
598,200,BTC: Buy KRAKEN -> Sell BINANCE,309966.70,-1.0791,0.8360
599,50,BTC: Buy KRAKEN -> Sell BINANCE,307515.14,-2.0000,0.8357
599,100,ETH: Buy BINANCE -> Sell COINBASE,310030.49,0.1019,0.8357
599,150,WAIT (Holding Capital),307811.91,-0.0100,0.8357
599,200,BTC: Buy BINANCE -> Sell KRAKEN,309798.68,9.8008,0.8357
600,50,ETH: Buy KRAKEN -> Sell COINBASE,307073.25,-0.3675,0.8355
600,100,BNB: Buy BINANCE -> Sell KRAKEN,308941.52,-2.0000,0.8355
600,150,ETH: Buy KRAKEN -> Sell BINANCE,307576.07,-0.8658,0.8355
600,200,ETH: Buy COINBASE -> Sell KRAKEN,309746.53,-0.6103,0.8355
601,50,ETH: Buy KRAKEN -> Sell COINBASE,307931.30,-0.2824,0.8352
601,100,BTC: Buy COINBASE -> Sell BINANCE,310011.52,-0.3817,0.8352
601,150,BNB: Buy COINBASE -> Sell KRAKEN,307739.81,0.3305,0.8352
601,200,WAIT (Holding Capital),308807.81,-0.0100,0.8352
602,50,ETH: Buy KRAKEN -> Sell COINBASE,306890.84,0.2449,0.8350
602,100,WAIT (Holding Capital),309315.73,-0.0100,0.8350
602,150,ETH: Buy COINBASE -> Sell BINANCE,307261.57,-0.3454,0.8350
602,200,BTC: Buy KRAKEN -> Sell BINANCE,309468.77,-2.0000,0.8350
603,50,BNB: Buy BINANCE -> Sell KRAKEN,307701.66,0.0155,0.8347
603,100,WAIT (Holding Capital),309509.93,-0.0100,0.8347
603,150,ETH: Buy BINANCE -> Sell COINBASE,307209.78,0.7929,0.8347
603,200,BTC: Buy BINANCE -> Sell KRAKEN,309066.57,-2.0000,0.8347
604,50,ETH: Buy COINBASE -> Sell KRAKEN,307787.56,-0.7783,0.8345
604,100,ETH: Buy KRAKEN -> Sell COINBASE,309880.80,0.7024,0.8345
604,150,BTC: Buy COINBASE -> Sell BINANCE,308071.35,-0.5385,0.8345
604,200,ETH: Buy BINANCE -> Sell KRAKEN,309996.91,-2.0000,0.8345
605,50,BNB: Buy BINANCE -> Sell COINBASE,307338.16,-2.0000,0.8342
605,100,BNB: Buy BINANCE -> Sell COINBASE,309108.30,0.0022,0.8342
605,150,WAIT (Holding Capital),307161.00,-0.0100,0.8342
605,200,ETH: Buy KRAKEN -> Sell COINBASE,308606.70,0.0933,0.8342
606,50,BTC: Buy KRAKEN -> Sell COINBASE,307729.42,-0.4027,0.8340
606,100,WAIT (Holding Capital),309217.79,-0.0100,0.8340
606,150,WAIT (Holding Capital),307032.31,-0.0100,0.8340
606,200,ETH: Buy BINANCE -> Sell COINBASE,309176.73,-1.0528,0.8340
607,50,ETH: Buy BINANCE -> Sell KRAKEN,307821.40,-1.1957,0.8337
607,100,WAIT (Holding Capital),309343.33,-0.0100,0.8337
607,150,BTC: Buy KRAKEN -> Sell BINANCE,306823.68,-0.7734,0.8337
607,200,BTC: Buy BINANCE -> Sell COINBASE,308288.97,-2.0000,0.8337
